CaseID,case_outcome,has_trajectory,has_state_probe,pfr_hit_target,native_pfr_failed,no_suitable_anchor,used_probe,sample_kinds,final_design_kinds,fallback_statuses,native_failure_reasons,target_T_K,target_conversion,target_tau_s,target_log10_tau_s
132,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1026.1460320139304,0.6763085051067174,1.1059781027170932e-05,-4.956253471551463
133,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1311.4432569546625,0.4703355788020417,0.0023850000494568,-2.622511607618075
134,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1215.6101775821298,0.641668607746251,0.0086709211562649,-2.0619347627507536
135,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1097.3136510141194,0.7631926068756729,1.2666989604001355e-05,-4.897326585883275
136,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1391.9493680587038,0.7812806565640494,0.0371341450907862,-1.4302265700418513
137,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1367.2723359288648,0.5140559268929065,0.0005125932696873,-3.2902271003695978
138,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,860.3197701647878,0.2964618430379778,2.557823107415807e-05,-4.592129493528046
139,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1279.2364895436913,0.4067402201192454,0.0032827256801921,-2.4837654074188387
140,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1381.9462491199374,0.3875727990595624,0.000745433751542,-3.1275909472722807
141,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,805.9948460105807,0.4590925708599389,1.6074964896362824e-05,-4.793849966791458
142,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,921.410321011208,0.4302986563835293,2.495728853612466e-05,-4.6028025999898095
143,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1041.8651690753177,0.6243215456651524,1.1529302224381517e-05,-4.938196976250038
144,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1339.3866751762107,0.777972272108309,2.8043815576407173e-05,-4.552162897586823
145,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1370.3840823611245,0.5727038384787739,0.0013002788450941,-2.885963503154941
146,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1357.7350243274122,0.6878831062931569,0.0114938961811039,-1.9395327299600489
147,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1282.3261826857924,0.7601116089941934,0.0004424968332975,-3.3540898329578903
148,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1278.9004208240658,0.345536210234277,0.0002968461378461,-3.5274685971439808
149,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,908.5355660691856,0.6065122888050974,3.82374986125357e-05,-4.417510525765829
150,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1318.3426003577188,0.6829917259979994,0.0059143602303297,-2.228092227107852
151,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1294.3839971115813,0.6664647301705554,8.196140105576443e-05,-4.086390626337379
152,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1344.8366296477616,0.4390841251425445,0.0136733150951915,-1.8641261779703213
153,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,914.5826648827642,0.1613056542677805,1.1273896659921314e-05,-4.947925950377249
154,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1263.18505264353,0.4767122874082997,0.0012704916182184,-2.89602819576395
155,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1176.52483636979,0.9214369231183084,0.0086979578338446,-2.060582702048126
156,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1084.7018413199112,0.984165234770626,1.470960720117988e-05,-4.832398924324662
157,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1103.08561461512,0.9176422516955064,0.005991789861833,-2.222443426190878
158,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1024.1439443267882,0.794248803970404,1.2204157032002971e-05,-4.913492212886922
159,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1288.9339664485306,0.3552289382088929,0.0095106133187776,-2.0217914754524857
160,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,988.3061062451452,0.5358870493853465,1.5653554884396542e-05,-4.805387019691989
161,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,974.9724579043686,0.319358685715124,1.2869345404106995e-05,-4.890443542809225
162,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,903.8420277321712,0.4926314453035593,1.998509802159682e-05,-4.699293717299588
163,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1334.1021309001371,0.3036061454704031,4.30431942130938e-05,-4.366095507377759
164,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1227.1712185675278,0.3907899376982823,0.0005322793503271,-3.273860381869605
165,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1012.3874179972336,0.8130170618277044,1.2157033400681344e-05,-4.915172390104272
166,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1063.8008204009384,0.8750776284933091,1.07905013380909e-05,-4.966958377067931
167,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1045.4232710041106,0.8698078271886335,1.4875938511135335e-05,-4.827515625441447
168,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1293.7559612235054,0.6469896375667304,0.0138216488817841,-1.859440143825487
169,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,969.1709409328178,0.4579711396479979,1.136329198503412e-05,-4.944495833781548
170,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1209.2918115481734,0.4814561586966738,0.000734824238301,-3.133816526853487
171,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,828.3005400840193,0.6149345540255309,5.004771797888826e-05,-4.3006157202180475
172,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1232.9727325215936,0.5294192996900529,0.0146236891613977,-1.8349430528003732
173,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1306.9375600013882,0.524145313971676,0.0001878202289979,-3.726257634279509
174,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,819.6024135639891,0.2863426090916619,2.125332059657083e-05,-4.672573206597008
175,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1289.9734895350412,0.7085655058920384,0.0293000716041348,-1.5331313183065518
176,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,891.0009271325544,0.3387622916605324,5.814097270330733e-05,-4.235517706722021
177,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1072.0793598284945,0.7102876693615691,1.4316809776410892e-05,-4.8441537453560155
178,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,906.5588307473809,0.5792022900795565,5.18434545843013e-05,-4.285306066996418
179,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,831.2310119345784,0.4232307314500212,2.114429829894479e-05,-4.674806722905487
180,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,880.0862864498049,0.5824641034658999,2.076552873305355e-05,-4.682657006382942
181,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,909.6266759559512,0.315233982638456,1.4205784742238402e-05,-4.847534770402126
182,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1116.737859514542,0.8953608794277534,0.0090000709048104,-2.045754069066609
183,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1342.6844978472218,0.5556338329985738,7.430251649847936e-05,-4.128996477182954
184,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1246.4495847560463,0.4275907861301675,0.0039266482044601,-2.4059780062176337
185,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1016.2793894018978,0.571612296840176,1.7194459627563418e-05,-4.764611468254588
186,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,862.0074093295261,0.1903148297592997,4.728281220035835e-05,-4.325296701188199
187,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1375.4309651488438,0.4118332338845357,0.0034292843394711,-2.4647965038195343
188,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1285.8862598938867,0.5437218680838123,0.0039597309137462,-2.4023343258537384
189,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,954.1780213499442,0.5539988773223014,1.5233055580030415e-05,-4.817212973325513
190,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1272.5379039533436,0.8339892173185945,0.0001346172610118,-3.8708992500559223
191,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1037.2359169181436,0.966763109243475,1.1113626282752457e-05,-4.954144211299718
192,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,987.5976493908092,0.4256823479384184,1.3306656829777155e-05,-4.87593104315456
193,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1372.8570664161816,0.8697093384852633,1.6183666499319054e-05,-4.790923079755157
194,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1354.5618135668335,0.9408666200423614,4.451437309073169e-05,-4.351499738544225
195,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1236.2274794187397,0.3123905467521399,0.0011618281240123,-2.9348581149010036
196,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1325.0458847172558,0.3932572723925114,0.0037260446984907,-2.428751939511858
197,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,961.6676495131104,0.3535287751397118,1.6311749328035205e-05,-4.78749946122989
198,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,915.9161972207949,0.2859862260753289,2.5640892380358883e-05,-4.591066864132881
199,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1346.131710507907,0.8187546542566271,0.0185917084900955,-1.7306806987850012
