PC1,PC2,dataset
-0.6004798579160893,0.4786053504642028,full
-0.07315158559818924,2.3470356622060358,full
-1.0152609216483286,0.22832284279718837,full
1.9750887993820538,-0.7438437742853691,full
-1.6489489329782385,-0.07261659824394837,full
-1.4587996233263754,-0.3720389174587293,full
-2.1203794291534335,-1.517984423230766,full
-1.216113986694782,0.17805508917381507,full
-0.8916213790398863,0.10379123322724049,full
-0.23400404744133033,0.5083368883231035,full
-1.9265667806985074,-1.4279824818088782,full
-1.341116706343609,-0.19058749389063045,full
-0.9754929304682608,0.4909496208893917,full
-0.6235190404052848,0.3488656670028757,full
-1.3403617826012375,-0.16472153333066786,full
-0.3841337291957688,-0.17781982674325666,full
-0.7417202783334851,0.5050420180778367,full
-0.9454014279834916,-0.24196699295612645,full
-1.4049037713037484,-0.07616859990056751,full
0.4377014605089714,0.4973975559552573,full
-1.1852832387870766,0.18146359734046524,full
-0.47786436558941225,-1.1350108589083836,full
4.750293702726044,2.105924090828175,full
0.5285420938136042,0.5633256387530574,full
-0.8128441152918279,0.49230354355616274,full
-1.5483544552132753,-0.6718043296475275,full
1.7028385060903364,-0.2768180832240267,full
-0.475522148726487,0.5270146188218054,full
-1.6126828434232026,-1.3730450873256426,full
0.6710072630453405,1.1153331579526067,full
-1.376261148055959,0.29048883467262354,full
-1.3140089495104805,0.17182828887436336,full
-0.6795108902700022,-0.5345937510657356,full
-1.3459514292755386,0.9822776307565529,full
-1.9353649380405196,-0.9443498482443681,full
-0.4032845711525528,-0.5243240518058835,full
-0.7206259113195919,1.2991051736306303,full
-1.7024314051015206,-0.49152430333324865,full
12.86170183305976,-0.4647995195915786,full
4.420470482833901,-0.9513724292024467,full
-1.1064542732251634,-1.4851360197738663,full
0.2631917231902388,-0.42586006649168734,full
-1.436685809698601,-0.9334653232021609,full
-0.7780133020847311,1.59069620566075,full
0.2837679355528418,3.009305459981783,full
3.9977800384135618,-0.7272905710698973,full
